Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,city,age,python_yn,html_yn,css_yn,aws_yn,django_yn,postgresql_yn
Full Stack Java Developer,CA$48K-CA$60K (Glassdoor est.),"Job Description


Job #: 1085998

Full Stack Java Developer

Apex Systems is a global IT services provider and our consulting practice has an opening for a Full stack Java Developer with strength in design patterns, data structure, and Java 8, Angular 4+, SpringBoot, noSQL experience to place at our client, a Big Five Bank. We have placed multiple people on this team.

Client: Big Five Bank, Digitization team

Terms: Contract, Project is estimated to last one year and will begin with a 6 months contract with possibility for extension based upon performance.

Start: 3 weeks from offer date

Location: Remote to start. Downtown Toronto, Yonge and Bloor, close to both Line 1 & Line 2 subway

Application Process: Please apply via the medium on which you are seeing this posting. If you encounter technical difficulties submitting your resume, please send your resume in Word format to Kevin at karauz@apexsystems.com and reference, Full Stack Java Developer with Top 5 Bank.

Job Description:

Work on digital projects, i.e. mortgage digitization. Working with DevOps tools and practices including Continuous Deployment and Continuous Delivery and Cloud projects
Working on client facing applications, IE. E-forms & E-signatures.
Will be working primarily with Java (V11.0), Angular 7/8, HTML/CSS, JavaScript.
Framework: Spring boot
Database: SQL

Must Haves:

~5-10 years of Java (must have experience on Java 8 or higher), experience with Spring Boot or Spring, Angular 4+, SQL Database, Restful Web Services Preferred (Spring, Jax), Unit Testing Own Code (JUnit, TestNG, Mocha, Chai, Jest Etc.)
Very Strong in Design Patterns, Data Structures, Object Oriented Programming Skills, Algorithms and other Computer Science Degree Concepts

Nice to Have:

Dev ops, Jenkins, Ansible, CI/CD experience
Cloud experience (AWS)
Banking / Financial industry experience
Computer Science Degree
Complex development project experience in a large enterprise environment
Agile Experience

Interview Process: 2 rounds of interviews. First will be over the phone and second will be virtual style panel interview with expectations of face to face interaction and screen sharing for white boarding

This a great opportunity to join a Big Five Bank and kick start or continue your career in the financial domain.

EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.com or 844-463-6178.",3.8,"Apex Systems
3.8",Toronto,-1,1001 to 5000 Employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),-1,0,0,48,60,54.0,"Apex Systems
",Toronto,25,0,1,1,1,0,0
Medior Backend Developer (Python),CA$48K-CA$60K (Glassdoor est.),"Do you like back-end development and are you a fan of Python? Can you imagine yourself, arriving every morning at an office full of energy and driven people, getting ready to scale a software platform to the whole world? Then read further and find out why we believe our startup in Ghent will be the ideal place for you.

Who are we?

We are Deliverect, a startup from Ghent solving a huge pain that restaurants currently have with handling incoming food-delivery orders. You may not believe it, but restaurants still have to manually handle the orders from each different ordering platform separately (Uber Eats, Takeaway.com, Deliveroo, etc.) The result? Mistakes, stressed employees, messed up orders, and dissatisfied customers - but no more: With our platform, we fix all of these analogue problems and bring restaurants up to the speed of the digital world.

Our young and international team currently counts more than 80 ambitious enthusiasts who work, innovate, and celebrate success together. We have experienced founders with a huge network and track record and already some of the biggest chains that are working with us. And we are excited to continue to grow a lot in the months to come.

Your mission at Deliverect:

As our most Senior Backend Developer with Python knowledge, you write well-tested code, guide the team with your experience, and seek challenges that inspire you. Some examples of your responsibilities include:

Building API integrations for leading national and global delivery websites

Being inventive with the huge amount of data and innovating with it

Creating Machine to Machine (M2M) Authorization

Anticipating problems with server load and preventing them ahead of time

Mentoring the other developers and guide them in their work

Help to choose new technologies and frameworks to tackle problems

You might even be in touch with customers directly, as you are keen to hear what you can improve on

Why this job is for you:

You have at least 2-4 years of experience, including 1 year or more of recent experience developing in Python
You have experience with building Web/REST APIs
You know what Flask (we use Eve) or Django are
You prefer working in a team
We don't tell you what to do, you are the expert and you welcome giving and receiving feedback

What we count as a plus:

Your knowledge of databases includes NoSQL (ideally MongoDB)

You are familiar with SaaS products or worked on a product with frequent releases

Understanding of Docker or Kubernetes (we are currently switching)

You have worked with a TDD approach before

Basic cloud knowledge (Azure / Google Cloud / AWS… but knowing accuweather doesn’t count)

Previous mocking and testing of APIs with Postman

What you can expect from us:

At Deliverect, we care about attracting and retaining excellent people. That’s why we offer you:

Completely flat company structure

A MacBook

Great coffee, free snacks, and plenty of beer (when the work is done)!

Flexibility in working hours (around core office times)

Working with new technologies, no legacy

Full transparency about the business - Everything is shared, so you will also learn what is needed to create a successful startup

We would love to hear from you, even if it’s just to ask some questions about this job or to talk about ordering food.

If you have no questions, excellent.

Check out this simple explanation of why we’ll rock this industry:
https://www.youtube.com/watch?v=UGlX2IPSf14",5.0,"Deliverect
5.0",Toronto,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,0,0,48,60,54.0,"Deliverect
",Toronto,-1,1,0,0,1,1,0
"Python Backend Engineer (Contractor, 3+ years experience)",CA$48K-CA$60K (Glassdoor est.),"Company Profile

TTT Studios is a digital innovation studio working for a global client list in multiple industries. Over the past eight years, we have built multiple applications and patented a portfolio of technologies. This experience puts us in a strong position to cater to larger accounts and launch our own products.

We are a family. We have fun. Design means everything to us and we have the technical chops to deliver what lesser programmers might describe as spooky magic. We expect amazing things from every TTT family member and drive each other to achieve greatness.

Role Summary - Python Backend Engineer (Contractor)

We are looking for a talented and highly experienced Python engineer who is meticulous with designing and then developing APIs and server platforms for TTT Studios' client projects. The ideal candidate should have a deep understanding of best practices when it comes to database models and frameworks.

Job Specifics
Expertise in at least one popular Python framework (like Django, Flask or Pyramid).
Design and implement of low-latency, high-availability, and performant applications.
Writing clean, readable, and testable code.
Seeing through a project from conception to finished product.
Work closely with the engineering team.
Documenting architecture and technical specs for a backend application.
Directly conversing with clients and stakeholders.
Skills and Qualifications
3+ years of software development experience in Python.
Good understanding of server-side templating languages.
Familiarity with front-end technologies (like JavaScript and HTML5).
Experience implementing and data protection procedures.
Experience writing technical documentation and software architecture.
Understanding of REST APIs, OOP, and related best practices.
Nice to have: Experience building CI/CD pipelines.
Hiring Process
Complete this application and include your resume or CV.
If your profile matches what we are looking for, we'll contact a you and setup a short phone call.
We will also setup an interview at our offices or via Zoom. We'll talk about your experience, what do you think about patterns, architecture, and some common situations while developing an app.
We will send you a challenge your way! You will be working with the team solving a specific task regarding an API and a backend service.
After finishing the code challenge, we'll come to a decision.
A Day at TTT Studios

The work culture at TTT is second to none. On arrival, head to the kitchen for your daily caffeine fix before joining the team in our open-plan office space. Once you've settled in, our engineering team will onboard you with our development processes and technical standards. Equipped with the tools you need, get ready to jump into action. Working from home is always an option.

Our clients operate across a wide range of industries that span from tourism to communications. For every project you take on, you’ll encounter intellectually stimulating and impactful technical challenges that keep you on your toes. For an idea of some of the projects we’ve taken on in the past, check out our case studies here.

As you work, keep your eyes peeled for our office dogs who will trot by and welcome you to the TTT family. To help combat work stress, our perks include work flexibility, monthly happy hours, weekly lunch & learns, yoga lessons twice a week, and a cozy massage chair overlooking Vancouver’s scenic waterfront. The team at TTT is passionate about creating software that impacts lives, and management does everything it can to plant the seeds that will propel you to greater heights.

More from Us

TTT Studios is an award winning digital innovation studio focused on empowering businesses through technology. #1 ranked Canadian custom software and mobile app developer. Our values are integrity, passion and excellence. We’re obsessed with delivering quality work. That’s why our team consists of designers and engineers of the highest calibre. We also strongly believe in empowering the community by being heavily involved in local and international events as speakers, educators, and sponsors. Whether you’re a developer, designer, management or co-op student, every single person here contributes to who we are as a company.",4.6,"TTT Studios
4.6",Vancouver,-1,1 to 50 Employees,2010,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,48,60,54.0,"TTT Studios
",Vancouver,10,1,1,0,0,1,0
Full Stack Developer,CA$48K-CA$60K (Glassdoor est.),"Gaargle Solutions - Montreal, QC

Location:

Jean-Talon street, Montreal, QC
you must be a Quebec resident to apply
About us:

Gaargle Health Solutions is a fast-growing B2B SaaS start-up offering technology

solutions to health professionals. Our team is currently looking for a Full Stack Web

Developer to work on the development of Dovetail, a practice management solution that

was designed specifically by dentists for dentists. Learn more about us at

http://dovetail.co

The Gaargle environment is one where communication and the fostering of ideas if held

in high esteem. We not only want to make our customers happy, but want to make our

employees happy. At Gaargle you will not only be appreciated for the code you produce,

but the attitude and ideas you bring to the table. We care about the bottom line, but the

bottom line gets achieved when teamwork and communication is pushed at every level.

At Gaargle we aren’t just employees, we’re a family.

Technologies we use:

Python 2 and 3, PHP, Flash/Bottle, Redis, MySQL (MariaDB), RethinkDB, Amazon S3 and

SQS, Ubuntu, Supervisor, Twilio, Docker, Git

About you:

You are a Full-stack Web Developer with demonstrated experience in developing

scalable web applications using best practices and methodologies. You are a

passionate team player and a creative thinker who is able to see the big picture of how

our software impacts the client experience. You manage your own time effectively,

communicate proficiently and aren't afraid to take on new tasks that go beyond

development. The SaaS environment moves fast and we need someone who can pick

up new technologies and languages quickly and help flesh out all aspects of the

software.

You are someone who:

Works and thrives in a fast-paced, agile, cross-functional organization.
Has a passion for discovering new technologies, research new frameworks,

techniques, and tools.
Has strong competencies with OOP combined with experience working with,

or a strong willingness to work in, Python and PHP.
Has strong competencies in JavaScript
Has strong understanding of relational DBs (SQL)
Can problem solve under pressure.
Communicates effectively with the other devs and support staff.
Has the desire to be driven and organized so that work is produced and

delivered as promised.
Cares about user experience and wants to build consumer-focused

products.
Can build and maintain test suites for QA of Dovetail's web applications and

tools.
Can author technical documents, including design documentation,

client-facing user documentation, and release notes.

Ideally, you also have experience with:

React or an other modern frontend framework
node.js
AWS
SOAP/XML
REST
Basic understanding of GNU/Linux, SSH, and Git.
Caching of objects (Redis, Memcached, or other)
Automated testing and continuous deployment
Data streaming

PCI / HIPAA
SaaS
Microservices architecture
Simple image manipulation
Payment processing
Bons - Experience with NoSQL databases such as RethinkDB, MongoDB,

Couchbase or Elasticsearch
Bonus - Server management experience using cloud computing, primarily

Amazon AWS
Bonus - Mobile application development experience
Bonus - Experience in database migration

Your Education:

BS or DEC in Computer Science, Software Engineering, or equivalent",-1.0,Gaargle Solutions,Montreal,-1,-1,-1,-1,-1,-1,-1,-1,0,0,48,60,54.0,Gaargle Solutions,Montreal,-1,1,0,0,1,0,0
Full Stack Developer,CA$48K-CA$60K (Glassdoor est.),"JOB DESCRIPTION*
We are looking for a Full Stack Developer to join our software development team and assist with the development and growth of SyncMonkey Software Inc.NC. You will be working behind-the-scenes with other talented developers to create great SaaS products for IT MSP firms around the world. As a Full Stack Developer, you will take ownership of entire features or product initiatives, work with the team to taking take new features or product initiatives them from concept to production release, to long term support. You are responsible for writing bug-free, scalable code and creating high quality software.
On any given day, you might be doing: **Responsibilities: *
Communicate with stakeholders to define requirements, architecture and other project deliverables
Collaborateting with other engineers across the entire stack
Design and implement product features in Python, HTML, CSS, ReactJavaScript, JSnodeNode.js, and Djjango, and leveraging AWS products
Help Iimprove and maintain the SyncMonkey product and systems infrastructure
Collaborating with other engineers across the entire stack
Deliver everything from tiny front-end UX improvements, to broad structural changes spanning multiple codebases
Work with stakeholders to define requirements
Research and integrate new technologies to drive our development process forward
Collaborate with the product development team to bring new ideas and features to SyncMonkey
· Deliver well-designed, maintainable solutions in a Lean / Agile environment

There are some perks working at SyncMonkey as well! Full-time engineers enjoy the following:
Competitive salary in the appropriate range of competencies
Extended health and dental benefits
Flexible vacation & paid time off
Company equipment and any tools to help you be at your best
Professional development opportunities
Fun team building activities and events
Must Have: *
QUALIFICATIONS*
We are looking for a developers who can pick up technology quickly and is comfortable jumping into various platforms and various code bases. Ideally you will have:
BSc in Computer Science or3+ years of web development equivalent experience, primarily in Python, Node.js and React
Experience building custom web applications (beyond CMS platforms like WordPress/Drupal)
Python experience – Django, JSnode and/or \_\_\_\_\_\_\_
Javascript experience – jQuery, ES6, Webpack, Vue.js/React
Experience with MySQL postgreSQL(or other RDBMS) and Redis
Experience working in development teams
Experience with version control and issue tracking
Solid understanding of web technologies including HTTP, RESTful services, and cloud platforms such as AWS
Familiar with basic data structure and algorithms
Nice to Have: *
· Experience working with AWS products and infrastructure

· Experience working with Linux/Unix systems

If some of this is new to you, it’s okay – we are looking for quick learners. The ideal candidate is also highly self-motivated, has a strong sense of product design and loves working with technology. If this sounds like the right fit and you are excited about working in a small and growing team, get in touch with us.
ADDITIONAL IN**FORMATION*
SyncMonkey is located in Vancouver, BC. Candidates located within the province of BC are preferred. Resumes without a cover letter will not be considered. We would like to thank you in advance for applying. Because we receive an overwhelming number of applications, only those candidates selected for interviews will be contacted.

Job Types: Full-time, Part-time

Schedule:
Monday to Friday
Experience:
ReactJS: 1 year (Preferred)
HTML/CSS: 1 year (Preferred)
javascript: 1 year (Preferred)
AngularJS: 1 year (Preferred)
Work remotely:
No",-1.0,SyncMonkey,Port Coquitlam,-1,-1,-1,-1,-1,-1,-1,-1,0,0,48,60,54.0,SyncMonkey,Port Coquitlam,-1,1,1,1,1,1,1
Full Stack Developer,CA$48K-CA$60K (Glassdoor est.),"Cash Live is seeking an experienced, full stack developer to help build and maintain a web-based dashboard and backoffice tool set to manage a live-streaming and massively-multiplayer-game platform that will operate with both mobile and web clients.

Responsibilities:
Learn new technologies quickly.
Create, update. and maintain the dashboard’s frontend built with Next.js react app
Create, update, and maintain the dashboard’s backend service built with: Go, Node.js, or Python (Django).
Maintain the deployment and monitoring of the dashboard in production.
Respond-to and resolve issues with the dashboard in production.
Communicate with other team members to establish an effective development pipeline.
Design, build, and maintain efficient, reusable, and reliable code.
Ensure the best possible performance, quality, and responsiveness of the product.
Help maintain code quality, organization, and automatization.
Supervise and mentor junior developers.
Requirements:
5+ years of professional experience as a full stack developer.
Experienced with Agile management methodologies.
Experience building and maintaining CMS / Backoffice tools and systems
Experienced with React.
Experienced with developing backend services in: React, TypeScript, Next.js, Node.js,REST APIs,PostgreSQL
Experienced with deployment and monitoring of web applications.
Experienced with cloud platforms: AWS, Azure, and/or GCP.
Experienced with Linux, especially on the server.
Experienced developing with the command-line, primarily with Bash.
Experienced with Git and hosting services like GitHub, GitLab, and BitBucket.
Ability to constantly learn and stay in touch with evolving development standards and technologies.
Familiar with current design and architectural patterns.
Knack for writing clean, readable, and easily maintainable code.
Proficient knowledge of:
Next.js
React
TypeScript
Node.js
Python
REST APIs
Bonus if knowledgeable in:
grpc-web
Docker
PostgreSQL
Azure or AWS
Education:
Bachelor's
Location:
Remote
Job Type: Full-time

Salary: $72,000.00-$82,000.00 per year

Benefits:
Casual dress
Dental care
Disability insurance
Extended health care
Life insurance
Stock options
Vision care
Work from home
Schedule:
Monday to Friday
Experience:
ReactJS: 3 years (Required)
software development: 3 years (Required)
HTML/CSS: 1 year (Preferred)
Next.js: 3 years (Required)
Work remotely:
Yes",-1.0,Cash Live Entertainment Inc.,Vancouver,-1,-1,-1,-1,-1,-1,-1,-1,0,0,48,60,54.0,Cash Live Entertainment Inc.,Vancouver,-1,1,1,1,1,1,1
Full Stack Developer,CA$48K-CA$60K (Glassdoor est.),"Cash Live is seeking an experienced, full stack developer to help build and maintain a web-based dashboard and backoffice tool set to manage a live-streaming and massively-multiplayer-game platform that will operate with both mobile and web clients.

Responsibilities:
Learn new technologies quickly.
Create, update. and maintain the dashboard’s frontend built with Next.js react app
Create, update, and maintain the dashboard’s backend service built with: Go, Node.js, or Python (Django).
Maintain the deployment and monitoring of the dashboard in production.
Respond-to and resolve issues with the dashboard in production.
Communicate with other team members to establish an effective development pipeline.
Design, build, and maintain efficient, reusable, and reliable code.
Ensure the best possible performance, quality, and responsiveness of the product.
Help maintain code quality, organization, and automatization.
Supervise and mentor junior developers.
Requirements:
5+ years of professional experience as a full stack developer.
Experienced with Agile management methodologies.
Experience building and maintaining CMS / Backoffice tools and systems
Experienced with React.
Experienced with developing backend services in: React, TypeScript, Next.js, Node.js,REST APIs,PostgreSQL
Experienced with deployment and monitoring of web applications.
Experienced with cloud platforms: AWS, Azure, and/or GCP.
Experienced with Linux, especially on the server.
Experienced developing with the command-line, primarily with Bash.
Experienced with Git and hosting services like GitHub, GitLab, and BitBucket.
Ability to constantly learn and stay in touch with evolving development standards and technologies.
Familiar with current design and architectural patterns.
Knack for writing clean, readable, and easily maintainable code.
Proficient knowledge of:
Next.js
React
TypeScript
Node.js
Python
REST APIs
Bonus if knowledgeable in:
grpc-web
Docker
PostgreSQL
Azure or AWS
Education:
Bachelor's
Location:
Remote
Job Type: Full-time

Salary: $72,000.00-$82,000.00 per year

Benefits:
Casual dress
Dental care
Disability insurance
Extended health care
Life insurance
Stock options
Vision care
Work from home
Schedule:
Monday to Friday
Experience:
ReactJS: 3 years (Required)
software development: 3 years (Required)
HTML/CSS: 1 year (Preferred)
Next.js: 3 years (Required)
Work remotely:
Yes",-1.0,Cash Live Entertainment Inc.,Vancouver,-1,-1,-1,-1,-1,-1,-1,-1,0,0,48,60,54.0,Cash Live Entertainment Inc.,Vancouver,-1,1,1,1,1,1,1
Full Stack Developer,CA$48K-CA$60K (Glassdoor est.),"Cash Live is seeking an experienced, full stack developer to help build and maintain a web-based dashboard and backoffice tool set to manage a live-streaming and massively-multiplayer-game platform that will operate with both mobile and web clients.

Responsibilities:
Learn new technologies quickly.
Create, update. and maintain the dashboard’s frontend built with Next.js react app
Create, update, and maintain the dashboard’s backend service built with: Go, Node.js, or Python (Django).
Maintain the deployment and monitoring of the dashboard in production.
Respond-to and resolve issues with the dashboard in production.
Communicate with other team members to establish an effective development pipeline.
Design, build, and maintain efficient, reusable, and reliable code.
Ensure the best possible performance, quality, and responsiveness of the product.
Help maintain code quality, organization, and automatization.
Supervise and mentor junior developers.
Requirements:
5+ years of professional experience as a full stack developer.
Experienced with Agile management methodologies.
Experience building and maintaining CMS / Backoffice tools and systems
Experienced with React.
Experienced with developing backend services in: React, TypeScript, Next.js, Node.js,REST APIs,PostgreSQL
Experienced with deployment and monitoring of web applications.
Experienced with cloud platforms: AWS, Azure, and/or GCP.
Experienced with Linux, especially on the server.
Experienced developing with the command-line, primarily with Bash.
Experienced with Git and hosting services like GitHub, GitLab, and BitBucket.
Ability to constantly learn and stay in touch with evolving development standards and technologies.
Familiar with current design and architectural patterns.
Knack for writing clean, readable, and easily maintainable code.
Proficient knowledge of:
Next.js
React
TypeScript
Node.js
Python
REST APIs
Bonus if knowledgeable in:
grpc-web
Docker
PostgreSQL
Azure or AWS
Education:
Bachelor's
Location:
Remote
Job Type: Full-time

Salary: $72,000.00-$82,000.00 per year

Benefits:
Casual dress
Dental care
Disability insurance
Extended health care
Life insurance
Stock options
Vision care
Work from home
Schedule:
Monday to Friday
Experience:
ReactJS: 3 years (Required)
software development: 3 years (Required)
HTML/CSS: 1 year (Preferred)
Next.js: 3 years (Required)
Work remotely:
Yes",-1.0,Cash Live Entertainment Inc.,Vancouver,-1,-1,-1,-1,-1,-1,-1,-1,0,0,48,60,54.0,Cash Live Entertainment Inc.,Vancouver,-1,1,1,1,1,1,1
Full Stack Developer,CA$48K-CA$60K (Glassdoor est.),"Cash Live is seeking an experienced, full stack developer to help build and maintain a web-based dashboard and backoffice tool set to manage a live-streaming and massively-multiplayer-game platform that will operate with both mobile and web clients.

Responsibilities:
Learn new technologies quickly.
Create, update. and maintain the dashboard’s frontend built with Next.js react app
Create, update, and maintain the dashboard’s backend service built with: Go, Node.js, or Python (Django).
Maintain the deployment and monitoring of the dashboard in production.
Respond-to and resolve issues with the dashboard in production.
Communicate with other team members to establish an effective development pipeline.
Design, build, and maintain efficient, reusable, and reliable code.
Ensure the best possible performance, quality, and responsiveness of the product.
Help maintain code quality, organization, and automatization.
Supervise and mentor junior developers.
Requirements:
5+ years of professional experience as a full stack developer.
Experienced with Agile management methodologies.
Experience building and maintaining CMS / Backoffice tools and systems
Experienced with React.
Experienced with developing backend services in: React, TypeScript, Next.js, Node.js,REST APIs,PostgreSQL
Experienced with deployment and monitoring of web applications.
Experienced with cloud platforms: AWS, Azure, and/or GCP.
Experienced with Linux, especially on the server.
Experienced developing with the command-line, primarily with Bash.
Experienced with Git and hosting services like GitHub, GitLab, and BitBucket.
Ability to constantly learn and stay in touch with evolving development standards and technologies.
Familiar with current design and architectural patterns.
Knack for writing clean, readable, and easily maintainable code.
Proficient knowledge of:
Next.js
React
TypeScript
Node.js
Python
REST APIs
Bonus if knowledgeable in:
grpc-web
Docker
PostgreSQL
Azure or AWS
Education:
Bachelor's
Location:
Remote
Job Type: Full-time

Salary: $72,000.00-$82,000.00 per year

Benefits:
Casual dress
Dental care
Disability insurance
Extended health care
Life insurance
Stock options
Vision care
Work from home
Schedule:
Monday to Friday
Experience:
ReactJS: 3 years (Required)
software development: 3 years (Required)
HTML/CSS: 1 year (Preferred)
Next.js: 3 years (Required)
Work remotely:
Yes",-1.0,Cash Live Entertainment Inc.,Vancouver,-1,-1,-1,-1,-1,-1,-1,-1,0,0,48,60,54.0,Cash Live Entertainment Inc.,Vancouver,-1,1,1,1,1,1,1
BACKEND DEVELOPER,CA$48K-CA$60K (Glassdoor est.),"Job Description

If you have a passion for the tech industry and are interested in promoting more meaningful gifting, look no further! By joining our team you’ll have the opportunity to revolutionize the act of gifting, and work with a diverse group of people who are passionate about meaningful gifting. In addition, you’ll gain access to amazing networking and event opportunities within the Communitech ecosystem. We are looking for a passionate team player who has experience developing API queries, building databases and is up-to-date with new technologies and trends.

So what will you do in your day to day?

Create features on Ruby on Rails platform

Build extensions and web services for our different systems

Help to automate main areas of our business

Work with our development team to solve complex business problems through technology

Assist in driving our DevOps tools and processes forward

Help to maintain an efficient platform and integrate unique algorithms & scientific data

Collaborate with and assist the development team with technical set-up & tooling

Qualifications:

Experience with support and administrative tasks within Amazon Web Services (AWS) and other cloud infrastructure technologies

Skilled in scripting and programming languages, such as Python, Ruby, Perl, JavaScript, Bash

Experience with infrastructure provisioning and container tools such as Docker, Jenkins and in deploying/coding micro services

Proficient in monitoring and logging tools like Splunk, Elasticsearch, Logstash, Kibana

Experience with databases like SQL Server, MySQL, Postgresql and with working with big data distribution systems such as AWS S3 and Hadoop

Experience designing and developing concurrent distributed applications, operating on large clusters of machines.

Familiarity setting up caching layers and task queue such as Redis, memcached, RabbitMQ, AWS SQS.

Profcient at designing and building production APIs.

Technologies we use:

JQuery

Ruby on Rails

PostgreSQL

Amazon Web Services

Docker

Jbuilder",3.0,"Kiiah Blu Corporation
3.0",Kitchener,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,0,0,48,60,54.0,"Kiiah Blu Corporation
",Kitchener,-1,1,0,0,1,0,1
Java Developer,CA$48K-CA$60K (Glassdoor est.),"mdf commerce is a global leader in the development of a broad set of software-as-a-service (SaaS) solutions that optimize and accelerate commercial interactions between buyers and sellers. Our platforms and services empower businesses around the world, allowing them to generate billions of dollars in transactions on an annual basis.

Reporting to the Development Team Leader, the developer will be implicated in all aspects of web applications programming, including complex problem solving as well as the technical architecture of the modules to be elaborated.

Main responsibilities

As a part of an Agile/Scrum team:

· Participate in all Scrum ceremonies;

· Help find innovative solutions to business problems;

· Participate in the design, development and deployment of microservices, APIs and web applications;

· Conceive and implement user interfaces for a web-based application while considering; the user experience, mobile compatibility (Responsive UI), respecting the WCAG accessibility norms;

· Program the solutions designed in conjecture with your team using modern programming languages and concepts;

· Code automated tests to validate your work;

· Participate in debugging and fixing issues found during testing;

· Participate in testing your colleagues code.

Desired profile:

· Skills in application development;

· Knowledge of programming languages: Java, HTML, JSP/JSTL, XML, SQL, React, JQuery, etc.;

· Knowledge of frameworks (Spring boot, Spring MVC, Hibernate/JPA);

· Knowledge and solid grasp of Object-Oriented Programming principles;

· Knowledge of system development processes, tools and methodologies (RUP, UML, etc.);

· Knowledge of unit tests, process and practice (Junit, profiling, TDD, etc.), debugging;

· Experience with development tools (Eclipse/IntelliJ, Git, etc.);

· Experience with relational databases (Oracle/PostgreSql);

· Experience working in an Agile/Scrum environment;

· Experience with dynamic webpage with high transaction volumes, an asset;

· Experience with cloud application development (AWS, Azure, etc.), an asset.

Qualifications:

· Bachelor’s degree or College degree in computer programming or equivalent;

· One (1) to three (3) years of programming experience.

Our offer:
A flexible work schedule (37,5 hours/week) in a friendly and dynamic environment.
Competitive salaries, a comprehensive group insurance plan as of day 1 and access to an employer-sponsored share purchase plan after three (3) months.
In addition to your vacation weeks, we offer you two (2) personal days, five (5) sick days and you get to enjoy a well-deserved paid break during the holiday season!
mdf commerce realizes that quality of life and health is important to its employees and offers free coffee and fruit as well as access to its fitness room in Longueuil. You prefer Nautilus Plus, Energie Cardio or Idolem Yoga? We have corporate agreements with them too!
Do you like socializing? In addition to your daily activities, the social committee organizes many activities such as brunches, cocktails, sports activities, etc.
mdf commerce: who are we?

A well-established Quebec company since 1996, we are experts in the development and operation of electronic business networks.

With 600+ employees in Canada, the United States, Europe and China, mdf commerce strives to provide a work environment that focuses on creativity, flexibility and collaboration.

How do we do it?

We hire motivated, passionate team players who aren’t afraid to roll up their sleeves and who take pride in contributing to a common goal.

Only selected candidates will be contacted, but we thank you for your interest in the company.

mdf commerce adheres to an equity and equality in employment program.",4.6,"Mediagrif
4.6",Longueuil,-1,501 to 1000 Employees,1996,Company - Public,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1,0,0,48,60,54.0,"Mediagrif
",Longueuil,24,0,1,0,1,0,1
